1.018237	38.86211	13.82931
3.165747	38.86211	13.82933
5.464963	38.86211	13.82934
7.920377	38.86211	13.82936
10.5366	38.8621	13.82938
13.31838	38.8621	13.8294
16.27059	38.8621	13.82942
19.39821	38.8621	13.82944
22.70639	38.8621	13.82947
26.2004	38.8621	13.82949
29.88564	38.8621	13.82952
33.76767	38.86209	13.82954
37.85219	38.86209	13.82957
42.14504	38.86208	13.82954
46.65221	38.86205	13.82944
51.37986	38.86202	13.82933
56.33429	38.862	13.8292
61.52196	38.86197	13.82907
66.94949	38.86196	13.82895
72.62369	38.86195	13.82884
78.5515	38.86195	13.82877
84.74004	38.86195	13.82873
91.19663	38.86195	13.8287
97.92873	38.86195	13.82868
104.944	38.86195	13.8287
112.2502	38.86197	13.82875
119.8554	38.86201	13.8289
127.7678	38.86207	13.82916
135.9958	38.8621	13.82931
144.5479	38.86211	13.82938
153.4328	38.86212	13.82943
162.6596	38.86213	13.82952
172.2374	38.86216	13.82966
182.1754	38.8622	13.8298
192.4831	38.86224	13.82994
203.1704	38.86228	13.83008
214.2472	38.86232	13.83018
225.7234	38.86235	13.83027
237.6095	38.86238	13.83031
249.9158	38.86239	13.83027
262.6532	38.8624	13.83019
275.8325	38.86244	13.83024
289.4648	38.86247	13.83025
303.5613	38.8625	13.83025
318.1335	38.86253	13.83023
333.1931	38.86258	13.8303
348.752	38.86266	13.8304
364.822	38.86274	13.83051
381.4154	38.86284	13.83054
398.5447	38.86288	13.83027
416.2223	38.86284	13.82981
434.4611	38.86308	13.83043
453.2738	38.86339	13.83127
472.6735	38.86352	13.83168
492.6735	38.86353	13.83171
513.287	38.86353	13.83174
534.5276	38.86353	13.83177
556.4089	38.86353	13.83178
578.9446	38.86353	13.83179
602.1486	38.86354	13.83183
626.0349	38.86354	13.83187
650.6176	38.86355	13.83191
675.9107	38.86356	13.83196
701.9286	38.86356	13.832
728.6856	38.86357	13.83205
756.196	38.86357	13.8321
784.4743	38.86357	13.83214
813.5349	38.86357	13.83217
843.3922	38.86357	13.8322
874.0607	38.86356	13.83221
905.5548	38.86355	13.8322
937.8891	38.86353	13.83217
971.0779	38.86351	13.83212
1005.135	38.86349	13.83208
1040.076	38.86334	13.83143
1075.914	38.86325	13.83096
1112.664	38.86324	13.83084
1150.338	38.86325	13.83086
1188.952	38.86328	13.83083
1228.519	38.86312	13.82999
1269.052	38.86287	13.8289
1310.564	38.86272	13.8282
1353.069	38.86256	13.82757
1396.58	38.86215	13.82607
1441.109	38.86199	13.82546
1486.668	38.86177	13.82465
1533.269	38.86156	13.82386
1580.925	38.86125	13.82263
1629.647	38.86102	13.82163
1679.445	38.86057	13.82006
1730.33	38.86015	13.81865
1782.314	38.85976	13.81733
1835.405	38.859	13.81488
1889.613	38.8579	13.81138
1944.947	38.85682	13.80782
2001.417	38.85524	13.80275
2059.029	38.85203	13.79244
2117.792	38.85008	13.7861
2177.714	38.8468	13.77571
2238.8	38.84233	13.76162
2301.058	38.83741	13.74599
2364.492	38.83255	13.73026
2429.108	38.82778	13.71458
2494.91	38.8225	13.69768
2561.903	38.81692	13.67988
2630.09	38.81136	13.66201
2699.474	38.80647	13.64613
2770.057	38.80293	13.63423
2841.841	38.80085	13.62651
2914.827	38.80002	13.62219
2989.016	38.79992	13.62028
3064.407	38.8	13.61956
3141.001	38.80012	13.61891
3218.796	38.80024	13.61761
3297.79	38.80042	13.61653
3377.981	38.80057	13.61584
3459.366	38.80062	13.615
3541.942	38.80059	13.61352
3625.704	38.80055	13.61242
3710.647	38.80059	13.61182
3796.768	38.80065	13.61181
3884.06	38.80081	13.61187
3972.516	38.80113	13.612
